identifier,title,action,name,date,matter_id
SO2023-0001908,Zoning Reclassification Map No. 3-G at 1440-1464 N Magnolia Ave/1241-1259 W Le Moyne St/1439-1461 N Elston Ave - App No. 22077T1,Substituted,"Committee on Zoning, Landmarks and Building Standards",2023-07-14,7F659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001908,Zoning Reclassification Map No. 3-G at 1440-1464 N Magnolia Ave/1241-1259 W Le Moyne St/1439-1461 N Elston Ave - App No. 22077T1,Amended,Chicago City Council,2023-07-14,7F659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001909,Zoning Reclassification Map No. 10-F at 4005 S Dearborn St - App No. 22078,Substituted,Chicago City Council,2023-07-14,81659CA3-1F11-EE11-8F6C-001DD8094692
SO2023-0001945,Parking prohibited at all times (except for disabled) - establish and amend,Recommended to Pass,Chicago City Council,2023-06-14,B5E9EE7B-2711-EE11-8F6C-001DD806D3F2
SO2023-0001958,Residential permit parking - establish,Recommended to Pass,Chicago City Council,2023-06-14,92984176-3711-EE11-8F6C-001DD806D3F2
SO2023-0001961,Loading/Standing Zone(s) - amend,Recommended to Pass,Chicago City Council,2023-06-14,70318C92-3811-EE11-8F6C-001DD806D3F2
SO2023-0001991,Parking meter(s) - amend,Recommended to Pass,Chicago City Council,2023-06-14,5DCFA5C7-4411-EE11-8F6C-001DD806D3F2
SO2023-0002059,"Annual Appropriation Ordinance Year 2023 amendment within Fund No. 925 for Department of Housing, Department of Public Health, Mayor's Office for People with Disabilities, Department of Family and Support Services, Department of Transportation, and Chicago Police Department",Substituted,Chicago City Council,2023-07-14,184CE25F-DC11-EE11-8F6C-001DD806D3F2
SO2023-0002183,Zoning Reclassification Map No. 2-G at 1434-1446 W Fillmore Ave - App No. 22213T1,Substituted,Chicago City Council,2023-07-18,7D0B7D43-0815-EE11-8F6D-001DD806F9D9
SO2023-0002196,"Exemption from physical barrier requirement for commercial driveway alley access for AP Property Development, Inc.",Substituted,Chicago City Council,2023-07-25,F4F127B1-B515-EE11-8F6D-001DD806F88B
SO2023-0002269,Zoning Reclassification Map No. 3-I at 934-940 N Western Ave - App No. A8841,Passed,Chicago City Council,2023-12-15,F7057E58-3B1B-EE11-8F6D-001DD806F7E2
SO2023-0002269,Zoning Reclassification Map No. 3-I at 934-940 N Western Ave - App No. A8841,Substituted,Chicago City Council,2023-11-30,F7057E58-3B1B-EE11-8F6D-001DD806F7E2
SO2023-0002572,Zoning Reclassification Map No. 1-H at 1812-1814 W Grand Ave - App No. 20686T1,Substituted,Chicago City Council,2023-12-12,D77E7445-691D-EE11-8F6C-001DD8095238
SO2023-0002572,Zoning Reclassification Map No. 1-H at 1812-1814 W Grand Ave - App No. 20686T1,Passed,Chicago City Council,2023-12-15,D77E7445-691D-EE11-8F6C-001DD8095238
SO2023-0002607,Zoning Reclassification Map Nos. 4-I and 4-J at 1554 and 1559 S Kedzie Ave - App No. A-8764,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,1D7F7445-691D-EE11-8F6C-001DD8095238
SO2023-0002758,Zoning Reclassification Map No. 9-H at 3327-3335 N Lincoln Ave - App No. 22231T1,Substituted,Chicago City Council,2023-11-30,BA8C6B27-AD21-EE11-8F6C-001DD809B0B6
SO2023-0002758,Zoning Reclassification Map No. 9-H at 3327-3335 N Lincoln Ave - App No. 22231T1,Passed,Chicago City Council,2023-12-15,BA8C6B27-AD21-EE11-8F6C-001DD809B0B6
SO2023-0002851,Amendment of Municipal Code Section 10-8-180 regarding responsibilities for removal of snow and ice from public way and establishment of Chicago Plow the Sidewalks Pilot Program,Substituted,Chicago City Council,2023-07-14,6B59C122-7625-EE11-9CBD-001DD804E11C
SO2023-0002851,Amendment of Municipal Code Section 10-8-180 regarding responsibilities for removal of snow and ice from public way and establishment of Chicago Plow the Sidewalks Pilot Program,Recommended to Pass,Chicago City Council,2023-07-14,6B59C122-7625-EE11-9CBD-001DD804E11C
SO2023-0002867,Redevelopment agreement with and provision of eligible tax increment financing (TIF) assistance to BR Congress Owner LLC and Congress Theater NFP for renovation of Congress Theater facility at 2135 N Milwaukee Ave,Substituted,Chicago City Council,2023-07-14,9B9574E7-8025-EE11-9CBD-001DD804E11C
SO2023-0002925,"Annual Appropriation Ordinance Year 2023 amendment within Fund No. 925 for the Department of Cultural Affairs and Special Events, Department of Public Health, Department of Family and Support Services, and Department of Police",Recommended to Pass,Committee on Budget and Government Operations,2023-09-15,9A3CAA4D-3E26-EE11-9965-001DD804E11C
SO2023-0002976,Amendment of Municipal Code Section 4-60-023 (1.111) to allow additional package goods licenses on portion(s) of N Milwaukee Ave for one year following passage,Recommended to Pass,Committee on License and Consumer Protection,2023-09-13,72BEE050-5826-EE11-9965-001DD804E9A5
SO2023-0003861,Zoning Reclassification Map No. 1-K at 4711 W Chicago Ave - App No. 22173T1,Passed,Chicago City Council,2022-09-14,6E288ACF-2D48-EE11-BE6D-001DD8097665
SO2023-0003866,"Zoning Reclassification Map No. 14-H at 1701-1725 W 61st St, 6100-6158 S Paulina St, 1700-1724 W 62nd St and 6101-6159 S Hermitage Ave - App No. 20374",Referred,Chicago City Council,2020-04-22,6920EA8A-3248-EE11-BE6D-001DD8097665
SO2023-0003867,"Amendment of Municipal Code Chapter 8-4 by adding new Section 8-4-077 entitled ""Assault Against City Employees with Enforcement Authority""",Substituted,Chicago City Council,2023-11-14,83B15831-3648-EE11-BE6D-001DD80974AF
SO2023-0003932,Amendment of Municipal Code Section 2-120-518 establishing reporting and tracking procedures regarding hate incidents.,Recommended to Pass,Committee on Public Safety,2023-12-13,4F553CBC-CA4C-EE11-BE6D-001DD8097F18
SO2023-0004011,Zoning Reclassification Map No. 7-H at 2469-2471 N Clybourn Ave - App No. 22242T1,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,CD64A31E-634E-EE11-BE6D-001DD8097F7D
SO2023-0004078,"Amendment of Municipal Code Chapter 2-8 by deleting and replacing Section 2-8-080 requiring Committee on Transportation and Public Way to hold quarterly hearing concerning Chicago Transit Authority (CTA) service levels, operations, and security",Substituted,Committee on Transportation and Public Way,2023-09-13,36E77686-CE50-EE11-BE6E-001DD80974AF
SO2023-0004087,"Zoning Reclassification Map Nos. 18-B and 20-B at 7901-7911 S Exchange Ave, 2933-2941 E 79th St, 7850-7872 S Exchange Ave, 2908-2930 E 79th St and 7839-7845 S Escanaba Ave - App No. 22250",Passed,Chicago City Council,2023-12-15,FE83EF6D-E150-EE11-BE6E-001DD80974AF
SO2023-0004087,"Zoning Reclassification Map Nos. 18-B and 20-B at 7901-7911 S Exchange Ave, 2933-2941 E 79th St, 7850-7872 S Exchange Ave, 2908-2930 E 79th St and 7839-7845 S Escanaba Ave - App No. 22250",Substituted,Chicago City Council,2023-11-30,FE83EF6D-E150-EE11-BE6E-001DD80974AF
SO2023-0004105,Zoning Reclassification Map No. 26-B at 10301-10347 S Torrence Ave - App No. 22251T1,Substituted,Chicago City Council,2023-12-12,6BD7CE4D-7851-EE11-BE6E-001DD809716C
SO2023-0004105,Zoning Reclassification Map No. 26-B at 10301-10347 S Torrence Ave - App No. 22251T1,Passed,Chicago City Council,2023-12-15,6BD7CE4D-7851-EE11-BE6E-001DD809716C
SO2023-0004109,Zoning Reclassification Map No. 8-J at 3657 W 31st St/3101-3111 S Lawndale Ave - App No. 22252T1,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,E7795F6C-8351-EE11-BE6E-001DD809716C
SO2023-0004139,Parking prohibited at all times (except for disabled) - establish and amend,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,0B8A6993-4352-EE11-BE6E-001DD8097692
SO2023-0004140,Tow-away zones - establish and amend,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,A4577D8D-4452-EE11-BE6E-001DD8097692
SO2023-0004142,Residential permit parking - establish and amend,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,E0E59FFF-4552-EE11-BE6E-001DD8097692
SO2023-0004143,Traffic sign(s)/signal(s) - establish and amend,Recommended to Pass,Committee on Pedestrian and Traffic Safety,2023-09-13,2DF4E36D-4652-EE11-BE6E-001DD8097692
SO2023-0004144,"Annual Appropriation Ordinance Year 2023 amendment within Fund No. 925 for Department of Public Health, Department of Police and Department of Business Affairs and Consumer Protection",Recommended to Pass,Committee on Budget and Government Operations,2023-10-04,90DE6650-4952-EE11-BE6E-001DD8097588
SO2023-0004187,Zoning Reclassification Map No. 5-F at 345 W Armitage Ave - App No. 22270,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,372B2DBC-F552-EE11-BE6E-001DD80974AF
SO2023-0004209,Zoning Reclassification Map No. 5-G at 2014-2016 N Bissell St - App No. 22274T1,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,A2C01E0E-1553-EE11-BE6E-001DD8097665
SO2023-0004218,Zoning Reclassification Map No. 4-F at 713-715 W 19th Pl - App No. 22276T1,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,1536ACC9-1E53-EE11-BE6E-001DD8097665
SO2023-0004236,Zoning Reclassification Map No. 20-G at 808-820 W 87th St - A8853,Substituted,Chicago City Council,2023-11-30,E9C782D5-2B53-EE11-BE6E-001DD8097F18
SO2023-0004236,Zoning Reclassification Map No. 20-G at 808-820 W 87th St - A8853,Passed,Chicago City Council,2023-12-15,E9C782D5-2B53-EE11-BE6E-001DD8097F18
SO2023-0004241,"Zoning Reclassification Map No. 2-J at 3440-3456 W Roosevelt Rd, 1133 S St. Louis Ave and 3443-3445 W Grenshaw St - App No. A-8846",Substituted,Chicago City Council,2023-12-12,5C85924D-2D53-EE11-BE6E-001DD8097F18
SO2023-0004241,"Zoning Reclassification Map No. 2-J at 3440-3456 W Roosevelt Rd, 1133 S St. Louis Ave and 3443-3445 W Grenshaw St - App No. A-8846",Passed,Chicago City Council,2023-12-15,5C85924D-2D53-EE11-BE6E-001DD8097F18
SO2023-0004773,Zoning Reclassification Map No. 3-I at 1429 N Fairfield Ave - App No. 21075T1,Substituted,Chicago City Council,2023-12-12,1FBED234-4D5E-EE11-BE6E-001DD8306758
SO2023-0004773,Zoning Reclassification Map No. 3-I at 1429 N Fairfield Ave - App No. 21075T1,Passed,Chicago City Council,2023-12-15,1FBED234-4D5E-EE11-BE6E-001DD8306758
SO2023-0004817,Zoning Reclassification Map No. 9-G at 1051 W Cornelia Ave - App No. 22280T1,Substituted,Chicago City Council,2023-11-30,F7F80E95-FC5E-EE11-BE6E-001DD8306308
SO2023-0004817,Zoning Reclassification Map No. 9-G at 1051 W Cornelia Ave - App No. 22280T1,Passed,Chicago City Council,2023-12-15,F7F80E95-FC5E-EE11-BE6E-001DD8306308
SO2023-0004943,Annual Appropriation Ordinance Year 2023 amendment within Fund 925 for Department of Public Health and Department of Fire,Recommended to Pass,Committee on Budget and Government Operations,2023-11-07,A12B8971-4462-EE11-BE6E-001DD80523DD
SO2023-0005042,"Acquisition of property at 11414 S Halsted St including northwest corner of 115th and Halsted St from Albertsons Companies, Inc. to establish and operate migrant shelter",Deferred and Published,Committee on Housing and Real Estate,2023-11-01,7006057A-0C63-EE11-BE6E-001DD80523DD
SO2023-0005140,"Annual Appropriation Ordinance Year 2024, as amended",Substituted,Chicago City Council,2023-11-21,C69F2CBA-3B68-EE11-9AE6-001DD80977D6
SO2023-0005664,Zoning Reclassification Map No. 4-G at 1805-1811 S Allport St - App No. 22292T1,Passed,Chicago City Council,2023-12-15,10364B62-4C77-EE11-9AE5-001DD804D430
SO2023-0005664,Zoning Reclassification Map No. 4-G at 1805-1811 S Allport St - App No. 22292T1,Substituted,Chicago City Council,2023-11-30,10364B62-4C77-EE11-9AE5-001DD804D430
SO2023-0005699,Amendment of Municipal Code Section 4-60-023 (30.66) to allow additional package goods licenses on portion(s) of W Belmont Ave and on N Laramie Ave,Substituted,Chicago City Council,2023-11-08,BE7757E4-4378-EE11-9AE5-001DD804D22B
SO2023-0005699,Amendment of Municipal Code Section 4-60-023 (30.66) to allow additional package goods licenses on portion(s) of W Belmont Ave and on N Laramie Ave,Passed,Committee on License and Consumer Protection,2023-11-15,BE7757E4-4378-EE11-9AE5-001DD804D22B
SO2023-0005731,Third amendment to lease agreement with North LaSalle Financial Associates LLC for additional City lease space at Suite 1600 to service Community Commission for Public Safety and Office of Climate and Environmental Equity during buildout of 9th Floor at 2 N LaSalle St,Substituted,Chicago City Council,2023-11-29,6CD1D440-CE78-EE11-9AE5-001DD804D22B
SO2023-0005731,Third amendment to lease agreement with North LaSalle Financial Associates LLC for additional City lease space at Suite 1600 to service Community Commission for Public Safety and Office of Climate and Environmental Equity during buildout of 9th Floor at 2 N LaSalle St,Recommended to Pass,Committee on Housing and Real Estate,2023-12-09,6CD1D440-CE78-EE11-9AE5-001DD804D22B
SO2023-0005901,Parking prohibited at all times (except for disabled) - establish and amend,Introduced,Chicago City Council,2023-11-13,EA7A8800-FA82-EE11-8178-001DD8309BBD
SO2023-0005902,Traffic sign(s)/signal(s) - establish and amend,Introduced,Chicago City Council,2023-11-13,AD60D958-FB82-EE11-8178-001DD8309BBD
SO2023-0005903,Residential permit parking - establish and amend,Introduced,Chicago City Council,2023-11-13,55BB4030-FC82-EE11-8178-001DD8309BBD
SO2023-0005904,Miscellaneous sign(s) - No Parking - establish and amend,Introduced,Chicago City Council,2023-11-13,42ADF003-FD82-EE11-8178-001DD8309BBD
SO2023-0005905,Parking meter(s) - establish,Introduced,Chicago City Council,2023-11-13,B1DEA02B-FE82-EE11-8178-001DD8309BBD
SO2023-0005937,"Annual Appropriation Ordinance Year 2023 amendment within Fund No. 925 for Department of Cultural Affairs and Special Events , Department of Family and Support Services, and Chicago Police Department",Substituted,Chicago City Council,2023-12-08,7FC90646-3383-EE11-8178-001DD83091CA
SO2023-0005937,"Annual Appropriation Ordinance Year 2023 amendment within Fund No. 925 for Department of Cultural Affairs and Special Events , Department of Family and Support Services, and Chicago Police Department",Recommended to Pass,Committee on Budget and Government Operations,2023-12-14,7FC90646-3383-EE11-8178-001DD83091CA
SO2023-0005959,"Proposed Substitute of Amendment of vacation of conditional public alley(s) in area bounded by W George St, W Wolfram St, N Nordica Ave and N Sayre Ave for Nordica Property LLC release from use restrictions",Substituted,Chicago City Council,2023-12-07,F96D056B-DA83-EE11-8178-001DD83091CA
SOr2023-0002849,Payment of various small claims,Substituted,Chicago City Council,2023-07-18,0B91C9F7-7525-EE11-9CBD-001DD804E11C
SOr2023-0002849,Payment of various small claims,Substituted,Chicago City Council,2023-07-18,0B91C9F7-7525-EE11-9CBD-001DD804E11C
SR2023-0001267,Expression of solidarity with International Brotherhood of Teamsters for fair contract negotiations with United Parcel Service,Adopted,Committee on Workforce Development,2023-07-19,EF07F79D-5D10-EE11-8F6C-001DD806D641
SR2023-0001267,Expression of solidarity with International Brotherhood of Teamsters for fair contract negotiations with United Parcel Service,Substituted,Chicago City Council,2023-07-14,EF07F79D-5D10-EE11-8F6C-001DD806D641
SR2023-0006422,"Substitute Expression of support for United Nations Resolution 377 known as ""Uniting for Peace""",Substituted,Chicago City Council,2023-12-18,FD87A2F1-DB99-EE11-BE36-001DD83057A3
